1	24	1
1	10	2
1	13	3
1	17	4
1	21	5
1	10	6
1	16	7
1	12	8
1	13	9
1	10	10
1	12	11
1	19	12
1	21	13
1	17	14
1	17	15
1	21	16
1	21	17
1	21	18
1	17	19
1	10	20
1	5	21
1	12	22
1	16	23
1	17	24
1	17	25
1	16	26
1	17	27
1	16	28
1	3	29
1	5	30
1	17	31
1	16	32
1	17	33
1	16	34
1	5	35
1	17	36
1	17	37
1	3	38
1	16	39
1	5	40
1	16	41
1	16	42
1	16	43
1	3	44
1	9	45
1	1	46
1	5	47
1	19	48
1	21	49
1	3	50
1	26	51
1	11	52
1	11	53
1	17	54
1	16	55
1	11	56
1	11	58
1	11	59
1	18	60
1	17	61
1	11	62
1	17	63
1	16	65
1	16	66
1	3	67
1	12	68
1	16	69
1	3	70
1	16	71
1	3	72
1	3	73
1	5	74
1	3	75
1	16	76
1	16	77
1	18	78
1	3	79
1	16	80
1	18	81
1	3	82
1	5	83
1	5	84
1	3	85
1	18	86
1	5	87
1	3	88
1	8	89
1	8	90
1	5	91
1	16	92
1	16	93
1	8	94
1	16	95
1	16	96
1	1	97
1	8	98
1	5	99
1	16	100
1	8	101
1	5	102
1	3	103
1	17	104
2	12	1
2	24	2
2	13	3
2	17	4
2	21	5
2	10	6
2	19	7
2	12	8
2	13	9
2	12	10
2	12	11
2	19	12
2	21	13
2	17	14
2	17	15
2	13	16
2	21	17
2	21	18
2	17	19
2	10	20
2	5	21
2	12	22
2	16	23
2	9	24
2	17	25
2	19	26
2	17	27
2	16	28
2	3	29
2	26	30
2	17	31
2	16	32
2	17	33
2	16	34
2	26	35
2	17	36
2	17	37
2	3	38
2	16	39
2	26	40
2	16	41
2	16	42
2	16	43
2	3	44
2	9	45
2	1	46
2	5	47
2	19	48
2	21	49
2	3	50
2	5	51
2	11	52
2	12	53
2	8	54
2	16	55
2	11	56
2	18	57
2	11	58
2	12	59
2	18	60
2	17	61
2	11	62
2	17	63
2	5	64
2	16	65
2	16	66
2	12	67
2	12	68
2	19	69
2	2	70
2	16	71
2	3	72
2	3	73
2	18	74
2	12	75
2	16	76
2	19	77
2	5	78
2	3	79
2	19	80
2	18	81
2	3	82
2	18	83
2	5	84
2	12	85
2	18	86
2	18	87
2	3	88
2	17	89
2	8	90
2	5	91
2	16	92
2	16	93
2	17	94
2	16	95
2	16	96
2	1	97
2	8	98
2	4	99
2	16	100
2	8	101
2	5	102
2	3	103
2	17	104
3	9	1
3	9	2
3	24	3
3	6	4
3	3	5
3	9	6
3	17	7
